"tdate","Ph_actual","Ph_pred","residual"
2013-02-04 18:00:00,64,70.3361778723519,-6.33617787235187
2013-02-04 19:00:00,67,72.8879108518617,-5.88791085186171
2013-02-04 20:00:00,69,74.3396330358458,-5.3396330358458
2013-02-04 21:00:00,72,72.3842367409462,-0.384236740946213
2013-02-04 22:00:00,73,72.1004133117616,0.899586688238392
2013-02-04 23:00:00,74,73.1233501763186,0.876649823681392
2013-02-05,74,74.2440473643934,-0.244047364393394
2013-02-05 01:00:00,75,75.6250435371533,-0.625043537153282
2013-02-05 02:00:00,77,77.8901520672469,-0.890152067246891
2013-02-05 03:00:00,78,79.167056083583,-1.16705608358299
2013-02-05 04:00:00,79,79.8591026364287,-0.859102636428731
2013-02-05 05:00:00,81,79.0498612021068,1.95013879789321
2013-02-05 06:00:00,81,78.8589386048399,2.14106139516011
2013-02-05 07:00:00,82,85.7735376410261,-3.77353764102606
2013-02-05 08:00:00,84,92.2988078340198,-8.29880783401977
2013-02-05 09:00:00,86,86.9926608285382,-0.992660828538217
2013-02-05 10:00:00,83,73.4961176045652,9.50388239543477
2013-02-05 11:00:00,65,54.2358722126159,10.7641277873841
2013-02-05 12:00:00,46,49.796426490441,-3.79642649044102
2013-02-05 13:00:00,19,21.1923817832841,-2.19238178328414
2013-02-05 14:00:00,54,66.7143279210378,-12.7143279210378
2013-02-05 15:00:00,72,80.4227504647523,-8.42275046475231
2013-02-05 16:00:00,61,56.337734043808,4.66226595619203
2013-02-05 17:00:00,69,83.1000467484035,-14.1000467484035
2013-02-05 18:00:00,79,89.9369442233747,-10.9369442233747
2013-02-05 19:00:00,84,91.7996937115423,-7.79969371154233
2013-02-05 20:00:00,87,93.2930859252571,-6.29308592525706
2013-02-05 21:00:00,90,93.6542588429622,-3.65425884296223
2013-02-05 22:00:00,93,93.6307733162902,-0.630773316290175
2013-02-05 23:00:00,94,93.2158290789515,0.784170921048466
2013-02-06,96,93.7020005448907,2.29799945510928
